time,traceroute_num,renyi_entropy
64.0,0.0,1.0564825680926093
65.0,0.0,1.0514317513228193
66.0,0.0,1.0576214879700814
67.0,0.0,1.0686609115318495
68.0,0.0,1.0759720684591862
69.0,0.0,1.0699370350065192
70.0,0.0,1.0671855310142693
71.0,55.0,1.0678967032599533
72.0,55.0,1.0569571070758492
73.0,55.0,1.0461451468723237
74.0,55.0,1.0296921562004233
75.0,55.0,1.0186095396083292
76.0,55.0,1.0042537616232752
77.0,55.0,0.9922855872139016
78.0,55.0,0.9791062067926565
79.0,55.0,0.96596716206392
80.0,55.0,0.951910979499647
81.0,55.0,0.9432876628131501
82.0,55.0,0.9348245755030992
83.0,55.0,0.927052025979547
84.0,55.0,0.9224489464421285
85.0,55.0,0.9209509130832073
86.0,55.0,0.9175554611072145
87.0,55.0,0.9191130294025265
88.0,55.0,0.9252761057120329
89.0,55.0,0.9192952639297176
90.0,55.0,0.9207200561195596
91.0,55.0,0.9197982723136006
92.0,55.0,0.9216464557841859
93.0,55.0,0.9273835810044739
94.0,55.0,0.931163286181967
95.0,55.0,0.9302877414779294
96.0,55.0,0.9245979902190007
97.0,55.0,0.9148993205686293
98.0,55.0,0.9041911145514112
99.0,55.0,0.8969210998068342
100.0,55.0,0.8898064014540102
101.0,205.0,0.8910039120062928
102.0,355.0,0.8949679049878364
103.0,505.0,0.8959933645565498
104.0,655.0,0.9012912133082458
105.0,805.0,0.9130994825388618
106.0,955.0,0.9158426635246614
107.0,1105.0,0.9262110039920345
108.0,1255.0,0.9337539125712269
109.0,1405.0,0.9407498960123856
110.0,1555.0,0.9474408455238328
111.0,1705.0,0.9494101414765748
112.0,1855.0,0.9488292860782421
113.0,2005.0,0.9460681254813351
114.0,2155.0,0.9401435691550757
115.0,2305.0,0.9390194852040459
116.0,2490.0,0.9371193627017518
117.0,2640.0,0.9411058717411986
118.0,2790.0,0.9514971086663295
119.0,2940.0,0.9569427128224786
120.0,3090.0,0.9533032711597627
121.0,3240.0,0.9502050798745795
122.0,3390.0,0.9546775254469861
123.0,3540.0,0.9610617256709784
124.0,3690.0,0.9691823707571741
125.0,3840.0,0.9691788583026195
126.0,3990.0,0.9681862085851513
127.0,4140.0,0.9691756057593286
128.0,4290.0,0.9739066774338944
129.0,4440.0,0.9699551797661758
130.0,4590.0,0.9742559939229025
131.0,4740.0,0.971681774931938
132.0,4890.0,0.9742267954857482
133.0,5040.0,0.9727336278387454
134.0,5190.0,0.9696651060172982
135.0,5340.0,0.9702013167856534
136.0,5490.0,0.968113062465133
137.0,5640.0,0.9710393828049373
138.0,5790.0,0.9707989942118882
139.0,5940.0,0.9732809266005987
140.0,6090.0,0.9741838038760117
141.0,6240.0,0.968152048928467
142.0,6390.0,0.9671920103397826
143.0,6540.0,0.9651464245900302
144.0,6690.0,0.965993009582761
145.0,6840.0,0.9678941185301253
146.0,6990.0,0.9669149094493361
147.0,7140.0,0.971969740719579
148.0,7290.0,0.9794917333724293
149.0,7440.0,0.9787231655874236
150.0,7590.0,0.9785352275044027
151.0,7740.0,0.9777522373970642
152.0,7890.0,0.9776991428661683
153.0,8040.0,0.9751096306807407
154.0,8190.0,0.9705953825358505
155.0,8340.0,0.9680408560350886
156.0,8490.0,0.9678345850062041
157.0,8640.0,0.9680555315754735
158.0,8790.0,0.968035064848898
159.0,8940.0,0.9669024140464629
160.0,9090.0,0.9762032312713159
161.0,9240.0,0.9764336268078692
162.0,9390.0,0.9778656963167917
163.0,9540.0,0.9780832711954669
164.0,9690.0,0.9783337544686892
165.0,9840.0,0.9769392575905559
166.0,9990.0,0.9772156078730041
167.0,10140.0,0.9752283943458371
168.0,10290.0,0.9755069028411499
169.0,10440.0,0.9771102816157483
170.0,10590.0,0.9793018202168464
171.0,10740.0,0.9826468164665927
172.0,10890.0,0.9861429949763498
173.0,11040.0,0.9912113815374517
174.0,11190.0,0.9967551631412146
175.0,11340.0,1.0003297489010352
176.0,11490.0,1.0012749739373252
177.0,11640.0,1.0047895821489157
178.0,11790.0,1.0126650507434682
179.0,11940.0,1.0188838044035238
180.0,12090.0,1.0245502579872772
181.0,12240.0,1.0287580624190613
182.0,12390.0,1.0315314912633964
183.0,12540.0,1.0340524608563542
184.0,12690.0,1.0300779064167298
185.0,12840.0,1.0309695079219654
186.0,12990.0,1.0345707401898432
187.0,13140.0,1.0316732410190412
188.0,13290.0,1.0265309721705766
189.0,13440.0,1.0239635576774877
190.0,13590.0,1.0216904815656316
191.0,13740.0,1.0196735825391183
192.0,13890.0,1.0180787326284986
193.0,14040.0,1.0183175926014907
194.0,14190.0,1.018385704003596
195.0,14340.0,1.020471431738058
196.0,14490.0,1.0198003192051655
197.0,14640.0,1.0208666256086125
198.0,14790.0,1.0256937881002524
199.0,14951.0,1.0272243281580844
200.0,15101.0,1.030260967542712
201.0,15101.0,1.0231910166337073
202.0,15101.0,1.0162123958325044
203.0,15101.0,1.0093240533539631
204.0,15101.0,1.0025248694392082
205.0,15101.0,0.9958136698768922
206.0,15101.0,0.9891892376442247
207.0,15101.0,0.9826503229180253
208.0,15101.0,0.9761956516729273
209.0,15101.0,0.9698239330550675
210.0,15101.0,0.9635338656945598
211.0,15101.0,0.957324143098332
212.0,15101.0,0.9511934582460856
213.0,15101.0,0.9451405074957887
214.0,15101.0,0.9391639938910075
215.0,15101.0,0.9332626299500983
216.0,15101.0,0.9274351400067052
217.0,15101.0,0.9216802621617999
218.0,15101.0,0.9159967498995594
219.0,15101.0,0.9103833734124692
220.0,15101.0,0.9048389206750834
221.0,15101.0,0.8993621983006729
222.0,15101.0,0.8939520322105248
223.0,15101.0,0.8886072681417444
224.0,15101.0,0.8833267720160416
225.0,15101.0,0.8781094301890358
226.0,15101.0,0.8729541495970808
227.0,15101.0,0.8678598578163829
228.0,15101.0,0.8628255030472569
229.0,15101.0,0.8578500540347069
230.0,15101.0,0.8529324999350364
231.0,15101.0,0.8480718501369446
232.0,15101.0,0.8432671340444462
233.0,15101.0,0.8385174008279912
234.0,15101.0,0.8338217191493311
235.0,15101.0,0.8291791768649299
236.0,15101.0,0.8245888807120914
237.0,15101.0,0.8200499559814142
238.0,15101.0,0.8155615461786979
239.0,15101.0,0.8111228126789981
240.0,15101.0,0.8067329343751648
241.0,15101.0,0.8023911073228631
242.0,15101.0,0.7980965443838051
243.0,15101.0,0.7938484748686636
244.0,15101.0,0.7896461441809375
245.0,15101.0,0.7854888134628292
246.0,15101.0,0.7813757592440539
247.0,15101.0,0.7773062730943422
248.0,15101.0,0.7732796612802729
249.0,15101.0,0.7692952444269773
250.0,15101.0,0.7653523571851412
251.0,15101.0,0.7614503479036688
252.0,15101.0,0.7575885783082859
253.0,15101.0,0.7537664231863037
254.0,15101.0,0.749983270077715
255.0,15101.0,0.7462385189727344
256.0,15101.0,0.7425315820158712
257.0,15101.0,0.7388618832165733
258.0,15101.0,0.7352288581664621
259.0,15101.0,0.7316319537631429
260.0,15101.0,0.7280706279405642
261.0,15101.0,0.7245443494058714
262.0,15101.0,0.721052597382686
263.0,15101.0,0.717594861360738
264.0,15101.0,0.7141706408517532
265.0,15101.0,0.710779445151498
266.0,15101.0,0.7074207931078768
267.0,15101.0,0.7040942128949638
268.0,15101.0,0.7007992417928572
269.0,15101.0,0.7008255617017194
270.0,15101.0,0.7016053922545931
271.0,15101.0,0.7026181617067113
272.0,15101.0,0.7017152011821474
273.0,15101.0,0.699701757009595
274.0,15101.0,0.6969372434749359
275.0,15101.0,0.697399973737285
276.0,15101.0,0.6961910731981383
277.0,15101.0,0.6985484947291788
278.0,15101.0,0.7000356448765601
279.0,15101.0,0.701798282743387
280.0,15101.0,0.7018466798902446
281.0,15101.0,0.7022835600680069
282.0,15101.0,0.7016253912348891
283.0,15101.0,0.7009721553750949
284.0,15101.0,0.7036814897975882
285.0,15101.0,0.704176086187399
286.0,15101.0,0.707975731858245
287.0,15101.0,0.70814049242911
288.0,15101.0,0.70810506975515
289.0,15101.0,0.7107114937666694
290.0,15101.0,0.715357873411193
291.0,15101.0,0.7192693063405512
292.0,15101.0,0.7226290925258924
293.0,15101.0,0.7270486583961557
294.0,15101.0,0.7290429667984397
295.0,15101.0,0.7325438532240287
296.0,15101.0,0.7363884285385441
297.0,15101.0,0.7374019622149921
298.0,15101.0,0.7378983134164914
299.0,15101.0,0.7366002055003829
300.0,15101.0,0.7384075971301374
